file_id,filename,original_path,lines_of_code,file_size_kb,php_version_changes,has_version_changes,size_category,analysis_status,error_message
38,038_class.wp-styles.php,llm_generated/Rector_Baseline/038_class.wp-styles.php,212,5.3,0,False,medium,success,
39,039_class-wp-upgrader-skins.php,llm_generated/Rector_Baseline/039_class-wp-upgrader-skins.php,784,26.3,0,False,large,success,
40,040_class-wp-media-list-table.php,llm_generated/Rector_Baseline/040_class-wp-media-list-table.php,564,17.4,0,False,large,success,
41,041_module.tag.lyrics3.php,llm_generated/Rector_Baseline/041_module.tag.lyrics3.php,294,10.7,0,False,medium,success,
42,042_image-edit.php,llm_generated/Rector_Baseline/042_image-edit.php,823,27.4,0,False,large,success,
43,043_image.php,llm_generated/Rector_Baseline/043_image.php,590,18.3,0,False,large,success,
44,044_class-wp-image-editor.php,llm_generated/Rector_Baseline/044_class-wp-image-editor.php,470,11.0,0,False,medium,success,
45,045_Locator.php,llm_generated/Rector_Baseline/045_Locator.php,366,10.8,0,False,medium,success,
46,046_module.audio-video.flv.php,llm_generated/Rector_Baseline/046_module.audio-video.flv.php,728,22.5,0,False,large,success,
47,047_update-core.php,llm_generated/Rector_Baseline/047_update-core.php,649,21.8,0,False,large,success,
48,048_about.php,llm_generated/Rector_Baseline/048_about.php,193,7.1,0,False,small,success,
49,049_Parser.php,llm_generated/Rector_Baseline/049_Parser.php,407,11.7,0,False,medium,success,
50,050_class-oembed.php,llm_generated/Rector_Baseline/050_class-oembed.php,575,21.3,0,False,large,success,
51,051_ms-deprecated.php,llm_generated/Rector_Baseline/051_ms-deprecated.php,324,8.3,0,False,medium,success,
52,052_class-wp-ms-themes-list-table.php,llm_generated/Rector_Baseline/052_class-wp-ms-themes-list-table.php,459,14.2,0,False,medium,success,
53,053_class-wp-themes-list-table.php,llm_generated/Rector_Baseline/053_class-wp-themes-list-table.php,279,8.1,0,False,medium,success,
54,054_nav-menu.php,llm_generated/Rector_Baseline/054_nav-menu.php,893,27.3,0,False,large,success,
55,055_rss.php,llm_generated/Rector_Baseline/055_rss.php,936,22.5,0,False,large,success,
56,056_class.akismet.php,llm_generated/Rector_Baseline/056_class.akismet.php,933,32.5,0,False,large,success,
57,057_class-wp-customize-manager.php,llm_generated/Rector_Baseline/057_class-wp-customize-manager.php,1269,29.5,0,False,extra_large,success,
58,058_session.php,llm_generated/Rector_Baseline/058_session.php,420,9.4,0,False,medium,success,
59,059_credits.php,llm_generated/Rector_Baseline/059_credits.php,192,5.7,0,False,small,success,
60,060_themes.php,llm_generated/Rector_Baseline/060_themes.php,374,13.4,0,False,medium,success,
61,061_class.wp-scripts.php,llm_generated/Rector_Baseline/061_class.wp-scripts.php,250,6.2,0,False,medium,success,
62,062_string.php,llm_generated/Rector_Baseline/062_string.php,248,8.4,0,False,medium,success,
63,063_module.audio.dts.php,llm_generated/Rector_Baseline/063_module.audio.dts.php,264,9.9,0,False,medium,success,
64,064_wp-diff.php,llm_generated/Rector_Baseline/064_wp-diff.php,524,13.7,0,False,large,success,
65,065_class-wp-image-editor-imagick.php,llm_generated/Rector_Baseline/065_class-wp-image-editor-imagick.php,515,13.2,0,False,large,success,
66,066_class.wp-dependencies.php,llm_generated/Rector_Baseline/066_class.wp-dependencies.php,506,12.3,0,False,large,success,
67,067_user.php,llm_generated/Rector_Baseline/067_user.php,442,13.2,0,False,medium,success,
68,068_revision.php,llm_generated/Rector_Baseline/068_revision.php,657,17.6,0,False,large,success,
69,069_class-wp-image-editor-gd.php,llm_generated/Rector_Baseline/069_class-wp-image-editor-gd.php,459,12.1,0,False,medium,success,
70,070_File.php,llm_generated/Rector_Baseline/070_File.php,290,9.5,0,False,medium,success,
71,071_plugins.php,llm_generated/Rector_Baseline/071_plugins.php,455,16.3,0,False,medium,success,
72,072_class-wp-users-list-table.php,llm_generated/Rector_Baseline/072_class-wp-users-list-table.php,459,12.7,0,False,medium,success,
73,073_site-settings.php,llm_generated/Rector_Baseline/073_site-settings.php,173,5.3,0,False,small,success,
74,074_site-themes.php,llm_generated/Rector_Baseline/074_site-themes.php,185,5.3,0,False,small,success,
75,075_my-sites.php,llm_generated/Rector_Baseline/075_my-sites.php,145,3.5,0,False,small,success,
76,076_upgrade.php,llm_generated/Rector_Baseline/076_upgrade.php,120,3.3,0,False,small,success,
77,077_post-thumbnail-template.php,llm_generated/Rector_Baseline/077_post-thumbnail-template.php,142,3.6,0,False,small,success,
78,078_media.php,llm_generated/Rector_Baseline/078_media.php,146,3.5,0,False,small,success,
79,079_load-styles.php,llm_generated/Rector_Baseline/079_load-styles.php,153,3.1,1,True,small,success,
80,080_site-info.php,llm_generated/Rector_Baseline/080_site-info.php,178,5.9,0,False,small,success,
81,081_site-new.php,llm_generated/Rector_Baseline/081_site-new.php,150,5.1,0,False,small,success,
82,082_import.php,llm_generated/Rector_Baseline/082_import.php,132,3.9,0,False,small,success,
83,083_shell.php,llm_generated/Rector_Baseline/083_shell.php,162,5.0,0,False,small,success,
84,084_class-wp-ajax-response.php,llm_generated/Rector_Baseline/084_class-wp-ajax-response.php,199,5.0,0,False,small,success,
85,085_async-upload.php,llm_generated/Rector_Baseline/085_async-upload.php,114,3.6,0,False,small,success,
86,086_user-new.php,llm_generated/Rector_Baseline/086_user-new.php,106,2.9,0,False,small,success,
87,087_Restriction.php,llm_generated/Rector_Baseline/087_Restriction.php,150,3.8,0,False,small,success,
88,088_Credit.php,llm_generated/Rector_Baseline/088_Credit.php,151,3.8,0,False,small,success,
89,089_Category.php,llm_generated/Rector_Baseline/089_Category.php,149,3.6,0,False,small,success,
90,090_Author.php,llm_generated/Rector_Baseline/090_Author.php,149,3.5,0,False,small,success,
91,091_Rating.php,llm_generated/Rector_Baseline/091_Rating.php,126,3.5,0,False,small,success,
92,092_Copyright.php,llm_generated/Rector_Baseline/092_Copyright.php,127,3.4,0,False,small,success,
93,093_vars.php,llm_generated/Rector_Baseline/093_vars.php,144,5.3,0,False,small,success,
94,094_class.akismet-widget.php,llm_generated/Rector_Baseline/094_class.akismet-widget.php,113,2.5,0,False,small,success,
95,095_class-wp-http-ixr-client.php,llm_generated/Rector_Baseline/095_class-wp-http-ixr-client.php,98,2.7,0,False,small,success,
96,096_class-ftp-pure.php,llm_generated/Rector_Baseline/096_class-ftp-pure.php,186,5.3,1,True,small,success,
97,097_class-wp-customize-section.php,llm_generated/Rector_Baseline/097_class-wp-customize-section.php,187,4.1,0,False,small,success,
98,098_wp-load.php,llm_generated/Rector_Baseline/098_wp-load.php,73,2.2,0,False,small,success,
99,099_ms-files.php,llm_generated/Rector_Baseline/099_ms-files.php,82,2.6,0,False,small,success,
100,100_wp-links-opml.php,llm_generated/Rector_Baseline/100_wp-links-opml.php,80,2.1,0,False,small,success,
