file_id,filename,original_path,lines_of_code,file_size_kb,php_version_changes,has_version_changes,size_category,analysis_status,error_message
41,041_module.tag.lyrics3.php,llm_generated/claude_sonnet_4_20250514/041_module.tag.lyrics3.php,371,14.5,2,True,medium,success,
42,042_image-edit.php,llm_generated/claude_sonnet_4_20250514/042_image-edit.php,838,29.7,5,True,large,success,
43,043_image.php,llm_generated/claude_sonnet_4_20250514/043_image.php,614,19.7,4,True,large,success,
44,044_class-wp-image-editor.php,llm_generated/claude_sonnet_4_20250514/044_class-wp-image-editor.php,475,12.0,3,True,medium,success,
45,045_Locator.php,llm_generated/claude_sonnet_4_20250514/045_Locator.php,364,14.2,2,True,medium,success,
46,046_module.audio-video.flv.php,llm_generated/claude_sonnet_4_20250514/046_module.audio-video.flv.php,727,23.5,3,True,large,success,
47,047_update-core.php,llm_generated/claude_sonnet_4_20250514/047_update-core.php,675,27.6,4,True,large,success,
48,048_about.php,llm_generated/claude_sonnet_4_20250514/048_about.php,192,7.3,1,True,small,success,
49,049_Parser.php,llm_generated/claude_sonnet_4_20250514/049_Parser.php,344,11.9,1,True,medium,success,
50,050_class-oembed.php,llm_generated/claude_sonnet_4_20250514/050_class-oembed.php,579,22.4,2,True,large,success,
51,051_ms-deprecated.php,llm_generated/claude_sonnet_4_20250514/051_ms-deprecated.php,360,10.1,1,True,medium,success,
52,052_class-wp-ms-themes-list-table.php,llm_generated/claude_sonnet_4_20250514/052_class-wp-ms-themes-list-table.php,488,15.4,3,True,medium,success,
53,053_class-wp-themes-list-table.php,llm_generated/claude_sonnet_4_20250514/053_class-wp-themes-list-table.php,289,9.6,3,True,medium,success,
54,054_nav-menu.php,llm_generated/claude_sonnet_4_20250514/054_nav-menu.php,916,29.1,4,True,large,success,
55,055_rss.php,llm_generated/claude_sonnet_4_20250514/055_rss.php,936,23.9,3,True,large,success,
56,056_class.akismet.php,llm_generated/claude_sonnet_4_20250514/056_class.akismet.php,931,36.4,2,True,large,success,
57,057_class-wp-customize-manager.php,llm_generated/claude_sonnet_4_20250514/057_class-wp-customize-manager.php,1304,33.7,3,True,extra_large,success,
58,058_session.php,llm_generated/claude_sonnet_4_20250514/058_session.php,393,9.7,2,True,medium,success,
59,059_credits.php,llm_generated/claude_sonnet_4_20250514/059_credits.php,196,7.2,0,False,small,error,Syntax error; unexpected T_DOUBLE_ARROW; Syntax error; unexpected '('; Syntax error; unexpected '('; Syntax error; unexpected '(' (line 137)
60,060_themes.php,llm_generated/claude_sonnet_4_20250514/060_themes.php,385,16.2,2,True,medium,success,
61,061_class.wp-scripts.php,llm_generated/claude_sonnet_4_20250514/061_class.wp-scripts.php,262,7.0,2,True,medium,success,
62,062_string.php,llm_generated/claude_sonnet_4_20250514/062_string.php,249,8.8,1,True,medium,success,
63,063_module.audio.dts.php,llm_generated/claude_sonnet_4_20250514/063_module.audio.dts.php,255,9.9,0,False,medium,error,Syntax error; unexpected T_DOUBLE_ARROW; Syntax error; unexpected ';'; Syntax error; unexpected ';'; Syntax error; unexpected ';'; Syntax error; unexpected ';'; Syntax error; unexpected T_VARIABLE; Syntax error; unexpected '}'; expecting EOF (line 70)
64,064_wp-diff.php,llm_generated/claude_sonnet_4_20250514/064_wp-diff.php,522,14.6,3,True,large,success,
65,065_class-wp-image-editor-imagick.php,llm_generated/claude_sonnet_4_20250514/065_class-wp-image-editor-imagick.php,520,14.2,3,True,large,success,
66,066_class.wp-dependencies.php,llm_generated/claude_sonnet_4_20250514/066_class.wp-dependencies.php,508,13.1,4,True,large,success,
67,067_user.php,llm_generated/claude_sonnet_4_20250514/067_user.php,474,14.8,1,True,medium,success,
68,068_revision.php,llm_generated/claude_sonnet_4_20250514/068_revision.php,657,18.7,2,True,large,success,
69,069_class-wp-image-editor-gd.php,llm_generated/claude_sonnet_4_20250514/069_class-wp-image-editor-gd.php,464,13.1,1,True,medium,success,
70,070_File.php,llm_generated/claude_sonnet_4_20250514/070_File.php,285,13.1,1,True,medium,success,
71,071_plugins.php,llm_generated/claude_sonnet_4_20250514/071_plugins.php,473,22.6,2,True,medium,success,
72,072_class-wp-users-list-table.php,llm_generated/claude_sonnet_4_20250514/072_class-wp-users-list-table.php,479,13.4,1,True,medium,success,
73,073_site-settings.php,llm_generated/claude_sonnet_4_20250514/073_site-settings.php,179,7.9,2,True,small,success,
74,074_site-themes.php,llm_generated/claude_sonnet_4_20250514/074_site-themes.php,193,7.2,0,False,small,success,
75,075_my-sites.php,llm_generated/claude_sonnet_4_20250514/075_my-sites.php,148,5.0,0,False,small,success,
76,076_upgrade.php,llm_generated/claude_sonnet_4_20250514/076_upgrade.php,138,5.2,0,False,small,error,Syntax error; unexpected T_DOUBLE_ARROW; Syntax error; unexpected ';'; Syntax error; unexpected '}' (line 49)
77,077_post-thumbnail-template.php,llm_generated/claude_sonnet_4_20250514/077_post-thumbnail-template.php,145,4.0,1,True,small,success,
78,078_media.php,llm_generated/claude_sonnet_4_20250514/078_media.php,162,6.0,0,False,small,success,
79,079_load-styles.php,llm_generated/claude_sonnet_4_20250514/079_load-styles.php,172,3.6,1,True,small,success,
80,080_site-info.php,llm_generated/claude_sonnet_4_20250514/080_site-info.php,185,8.4,2,True,small,success,
81,081_site-new.php,llm_generated/claude_sonnet_4_20250514/081_site-new.php,180,7.0,2,True,small,success,
82,082_import.php,llm_generated/claude_sonnet_4_20250514/082_import.php,135,5.6,1,True,small,success,
83,083_shell.php,llm_generated/claude_sonnet_4_20250514/083_shell.php,152,5.0,0,False,small,success,
84,084_class-wp-ajax-response.php,llm_generated/claude_sonnet_4_20250514/084_class-wp-ajax-response.php,200,5.2,2,True,small,success,
85,085_async-upload.php,llm_generated/claude_sonnet_4_20250514/085_async-upload.php,124,4.4,0,False,small,success,
86,086_user-new.php,llm_generated/claude_sonnet_4_20250514/086_user-new.php,113,4.1,2,True,small,success,
87,087_Restriction.php,llm_generated/claude_sonnet_4_20250514/087_Restriction.php,123,3.7,1,True,small,success,
88,088_Credit.php,llm_generated/claude_sonnet_4_20250514/088_Credit.php,105,3.2,1,True,small,success,
89,089_Category.php,llm_generated/claude_sonnet_4_20250514/089_Category.php,114,3.4,1,True,small,success,
90,090_Author.php,llm_generated/claude_sonnet_4_20250514/090_Author.php,119,3.5,1,True,small,success,
91,091_Rating.php,llm_generated/claude_sonnet_4_20250514/091_Rating.php,107,3.3,1,True,small,success,
92,092_Copyright.php,llm_generated/claude_sonnet_4_20250514/092_Copyright.php,113,3.5,1,True,small,success,
93,093_vars.php,llm_generated/claude_sonnet_4_20250514/093_vars.php,151,5.0,1,True,small,success,
94,094_class.akismet-widget.php,llm_generated/claude_sonnet_4_20250514/094_class.akismet-widget.php,102,2.5,2,True,small,success,
95,095_class-wp-http-ixr-client.php,llm_generated/claude_sonnet_4_20250514/095_class-wp-http-ixr-client.php,101,2.8,0,False,small,success,
96,096_class-ftp-pure.php,llm_generated/claude_sonnet_4_20250514/096_class-ftp-pure.php,183,5.7,1,True,small,success,
97,097_class-wp-customize-section.php,llm_generated/claude_sonnet_4_20250514/097_class-wp-customize-section.php,199,4.4,1,True,small,success,
98,098_wp-load.php,llm_generated/claude_sonnet_4_20250514/098_wp-load.php,66,2.7,1,True,small,success,
99,099_ms-files.php,llm_generated/claude_sonnet_4_20250514/099_ms-files.php,85,2.6,1,True,small,success,
100,100_wp-links-opml.php,llm_generated/claude_sonnet_4_20250514/100_wp-links-opml.php,81,2.5,2,True,small,success,
