file_id,filename,original_path,lines_of_code,file_size_kb,php_version_changes,has_version_changes,size_category,analysis_status,error_message
40,040_class-wp-media-list-table.php,llm_generated/meta_llama_llama_3_3_70b_instruct/040_class-wp-media-list-table.php,587,26.5,3,True,large,success,
41,041_module.tag.lyrics3.php,llm_generated/meta_llama_llama_3_3_70b_instruct/041_module.tag.lyrics3.php,297,13.7,5,True,medium,success,
42,042_image-edit.php,llm_generated/meta_llama_llama_3_3_70b_instruct/042_image-edit.php,853,35.7,5,True,large,success,
43,043_image.php,llm_generated/meta_llama_llama_3_3_70b_instruct/043_image.php,594,21.6,3,True,large,success,
44,044_class-wp-image-editor.php,llm_generated/meta_llama_llama_3_3_70b_instruct/044_class-wp-image-editor.php,431,11.1,2,True,medium,success,
45,045_Locator.php,llm_generated/meta_llama_llama_3_3_70b_instruct/045_Locator.php,310,13.1,5,True,medium,success,
46,046_module.audio-video.flv.php,llm_generated/meta_llama_llama_3_3_70b_instruct/046_module.audio-video.flv.php,646,22.5,1,True,large,success,
47,047_update-core.php,llm_generated/meta_llama_llama_3_3_70b_instruct/047_update-core.php,674,30.8,5,True,large,success,
48,048_about.php,llm_generated/meta_llama_llama_3_3_70b_instruct/048_about.php,194,8.7,2,True,small,success,
49,049_Parser.php,llm_generated/meta_llama_llama_3_3_70b_instruct/049_Parser.php,349,14.2,3,True,medium,success,
50,050_class-oembed.php,llm_generated/meta_llama_llama_3_3_70b_instruct/050_class-oembed.php,472,18.2,4,True,large,success,
51,051_ms-deprecated.php,llm_generated/meta_llama_llama_3_3_70b_instruct/051_ms-deprecated.php,356,10.0,4,True,medium,success,
52,052_class-wp-ms-themes-list-table.php,llm_generated/meta_llama_llama_3_3_70b_instruct/052_class-wp-ms-themes-list-table.php,485,18.2,3,True,medium,success,
53,053_class-wp-themes-list-table.php,llm_generated/meta_llama_llama_3_3_70b_instruct/053_class-wp-themes-list-table.php,322,11.8,3,True,medium,success,
54,054_nav-menu.php,llm_generated/meta_llama_llama_3_3_70b_instruct/054_nav-menu.php,931,32.6,5,True,large,success,
55,055_rss.php,llm_generated/meta_llama_llama_3_3_70b_instruct/055_rss.php,885,27.4,4,True,large,success,
56,056_class.akismet.php,llm_generated/meta_llama_llama_3_3_70b_instruct/056_class.akismet.php,931,36.5,4,True,large,success,
57,057_class-wp-customize-manager.php,llm_generated/meta_llama_llama_3_3_70b_instruct/057_class-wp-customize-manager.php,1275,32.8,3,True,extra_large,success,
58,058_session.php,llm_generated/meta_llama_llama_3_3_70b_instruct/058_session.php,426,11.7,4,True,medium,success,
59,059_credits.php,llm_generated/meta_llama_llama_3_3_70b_instruct/059_credits.php,190,7.3,4,True,small,success,
60,060_themes.php,llm_generated/meta_llama_llama_3_3_70b_instruct/060_themes.php,364,18.3,5,True,medium,success,
61,061_class.wp-scripts.php,llm_generated/meta_llama_llama_3_3_70b_instruct/061_class.wp-scripts.php,275,7.9,4,True,medium,success,
62,062_string.php,llm_generated/meta_llama_llama_3_3_70b_instruct/062_string.php,285,9.4,4,True,medium,success,
63,063_module.audio.dts.php,llm_generated/meta_llama_llama_3_3_70b_instruct/063_module.audio.dts.php,253,10.4,0,False,medium,success,
64,064_wp-diff.php,llm_generated/meta_llama_llama_3_3_70b_instruct/064_wp-diff.php,555,17.0,4,True,large,success,
65,065_class-wp-image-editor-imagick.php,llm_generated/meta_llama_llama_3_3_70b_instruct/065_class-wp-image-editor-imagick.php,520,16.4,4,True,large,success,
66,066_class.wp-dependencies.php,llm_generated/meta_llama_llama_3_3_70b_instruct/066_class.wp-dependencies.php,508,14.9,3,True,large,success,
67,067_user.php,llm_generated/meta_llama_llama_3_3_70b_instruct/067_user.php,475,16.3,2,True,medium,success,
68,068_revision.php,llm_generated/meta_llama_llama_3_3_70b_instruct/068_revision.php,717,21.0,2,True,large,success,
69,069_class-wp-image-editor-gd.php,llm_generated/meta_llama_llama_3_3_70b_instruct/069_class-wp-image-editor-gd.php,469,15.0,2,True,medium,success,
70,070_File.php,llm_generated/meta_llama_llama_3_3_70b_instruct/070_File.php,241,12.4,3,True,medium,success,
71,071_plugins.php,llm_generated/meta_llama_llama_3_3_70b_instruct/071_plugins.php,482,23.1,3,True,medium,success,
72,072_class-wp-users-list-table.php,llm_generated/meta_llama_llama_3_3_70b_instruct/072_class-wp-users-list-table.php,474,16.4,2,True,medium,success,
73,073_site-settings.php,llm_generated/meta_llama_llama_3_3_70b_instruct/073_site-settings.php,182,8.4,3,True,small,success,
74,074_site-themes.php,llm_generated/meta_llama_llama_3_3_70b_instruct/074_site-themes.php,195,8.0,1,True,small,success,
75,075_my-sites.php,llm_generated/meta_llama_llama_3_3_70b_instruct/075_my-sites.php,148,5.9,1,True,small,success,
76,076_upgrade.php,llm_generated/meta_llama_llama_3_3_70b_instruct/076_upgrade.php,150,5.2,1,True,small,success,
77,077_post-thumbnail-template.php,llm_generated/meta_llama_llama_3_3_70b_instruct/077_post-thumbnail-template.php,143,4.3,2,True,small,success,
78,078_media.php,llm_generated/meta_llama_llama_3_3_70b_instruct/078_media.php,164,6.6,0,False,small,error,Syntax error; unexpected T_DOUBLE_ARROW; Syntax error; unexpected ';'; Syntax error; unexpected T_DOUBLE_ARROW; Syntax error; unexpected ';'; expecting ';' or ']' or ')'; Syntax error; unexpected '}'; expecting EOF (line 20)
79,079_load-styles.php,llm_generated/meta_llama_llama_3_3_70b_instruct/079_load-styles.php,159,3.4,3,True,small,success,
80,080_site-info.php,llm_generated/meta_llama_llama_3_3_70b_instruct/080_site-info.php,185,9.2,3,True,small,success,
81,081_site-new.php,llm_generated/meta_llama_llama_3_3_70b_instruct/081_site-new.php,168,7.0,2,True,small,success,
82,082_import.php,llm_generated/meta_llama_llama_3_3_70b_instruct/082_import.php,127,6.0,3,True,small,success,
83,083_shell.php,llm_generated/meta_llama_llama_3_3_70b_instruct/083_shell.php,156,5.1,1,True,small,success,
84,084_class-wp-ajax-response.php,llm_generated/meta_llama_llama_3_3_70b_instruct/084_class-wp-ajax-response.php,205,5.3,2,True,small,success,
85,085_async-upload.php,llm_generated/meta_llama_llama_3_3_70b_instruct/085_async-upload.php,122,4.4,0,False,small,error,Syntax error; unexpected T_DOUBLE_ARROW; Syntax error; unexpected ')'; expecting ']'; Syntax error; unexpected ']'; Syntax error; unexpected ';'; expecting ';' or ']' or ')'; Syntax error; unexpected ')'; expecting ']'; Syntax error; unexpected ';'; expecting ';' or ']' or ')'; Syntax error; unexpected '}'; expecting EOF (line 65)
86,086_user-new.php,llm_generated/meta_llama_llama_3_3_70b_instruct/086_user-new.php,114,4.2,2,True,small,success,
87,087_Restriction.php,llm_generated/meta_llama_llama_3_3_70b_instruct/087_Restriction.php,90,1.9,3,True,small,success,
88,088_Credit.php,llm_generated/meta_llama_llama_3_3_70b_instruct/088_Credit.php,90,1.8,2,True,small,success,
89,089_Category.php,llm_generated/meta_llama_llama_3_3_70b_instruct/089_Category.php,91,1.8,3,True,small,success,
90,090_Author.php,llm_generated/meta_llama_llama_3_3_70b_instruct/090_Author.php,91,1.6,3,True,small,success,
91,091_Rating.php,llm_generated/meta_llama_llama_3_3_70b_instruct/091_Rating.php,115,3.6,3,True,small,success,
92,092_Copyright.php,llm_generated/meta_llama_llama_3_3_70b_instruct/092_Copyright.php,73,1.4,3,True,small,success,
93,093_vars.php,llm_generated/meta_llama_llama_3_3_70b_instruct/093_vars.php,151,5.7,3,True,small,success,
94,094_class.akismet-widget.php,llm_generated/meta_llama_llama_3_3_70b_instruct/094_class.akismet-widget.php,102,3.6,2,True,small,success,
95,095_class-wp-http-ixr-client.php,llm_generated/meta_llama_llama_3_3_70b_instruct/095_class-wp-http-ixr-client.php,102,3.3,0,False,small,success,
96,096_class-ftp-pure.php,llm_generated/meta_llama_llama_3_3_70b_instruct/096_class-ftp-pure.php,194,6.8,1,True,small,success,
97,097_class-wp-customize-section.php,llm_generated/meta_llama_llama_3_3_70b_instruct/097_class-wp-customize-section.php,201,4.5,1,True,small,success,
98,098_wp-load.php,llm_generated/meta_llama_llama_3_3_70b_instruct/098_wp-load.php,67,2.8,3,True,small,success,
99,099_ms-files.php,llm_generated/meta_llama_llama_3_3_70b_instruct/099_ms-files.php,81,2.5,3,True,small,success,
100,100_wp-links-opml.php,llm_generated/meta_llama_llama_3_3_70b_instruct/100_wp-links-opml.php,82,2.8,1,True,small,success,
